Firm CRD,Investments - CD,Investments - Closed-End Funds,Investments - Commercial Paper,Investments - Corporate Debt,Investments - Equities Exchange,Investments - Equities Foreign,Investments - Equities Otc,Investments - ETFs,Investments - ETNs,Investments - Futures Intangibles,Investments - Futures Tangibles,Investments - Hedge Funds,Investments - Money Markets,Investments - Municipal Securities,Investments - Mutual Funds,Investments - Oil and Gas Partnerships,Investments - Options Commodities,Investments - Options Securities,Investments - Private Equity Funds,Investments - Private Placements,Investments - Real Estate Partnerships,Investments - REITs,Investments - UITs,Investments - US Government Securities,Investments - Variable Annuities,Investments - Variable Life,Investments - Venture Capital Funds,Investments - Warrants,Investments - Other Partnerships,Investment Strategies - Active,Investment Strategies - Alternative Investing,Investment Strategies - Builds Portfolios Of ETFS ETNS,Investment Strategies - Builds Portfolios Of Mutual Funds,Investment Strategies - ESG Impact Investing,Investment Strategies - Focus Cash Management,Investment Strategies - Focus Equities Domestic,Investment Strategies - Focus Equities International,Investment Strategies - Focus Fixed Income Taxable,Investment Strategies - Focus Fixed Income Tax Free,Investment Strategies - Long Term Buy,Investment Strategies - Margin Transactions,Investment Strategies - Option Writing,Investment Strategies - Passive,Investment Strategies - Primarily Recommends Particular Type Of Security,Investment Strategies - Proprietary Model For Security Selection,Investment Strategies - Selects Separate Account Managers,Investment Strategies - Short Sales,Investment Strategies - Short Term Buy,Investment Strategies - Socially Responsible Investing,Investment Strategies - Style Growth,Investment Strategies - Style Value,Investment Strategies - Trading,Investment Strategies - Other,Methods of Analysis - Charting,Methods of Analysis - Cyclical,Methods of Analysis - Fundamental,Methods of Analysis - Technical,Methods of Analysis - Other,Research Methods - Company Press Releases,Research Methods - Corporate Rating Services,Research Methods - Financial Publications,Research Methods - Inspection Of Corporate Records,Research Methods - SEC Filings,Research Methods - Third Party Research,Research Methods - Timing Services,Research Methods - Other Information Sources,7B Private Fund Reporting - Yes or No
334535,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,,,Yes,Yes,,,,,,,,,
335183,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,Yes
335723,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,
336102,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,
336394,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,
336502,,,,Yes,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,,,,,Yes,,Yes,,,,,,Yes,Yes,,,,Yes,,,,,,,,Yes,,,,,,Yes,,Yes,
336539,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,Yes,,Yes,,,Yes,,,,,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,
336771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,,
336773,Yes,,,Yes,Yes,,,Yes,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,
331285,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
334439,,,,Yes,Yes,,,Yes,,,,,,,Yes,,Yes,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
335440,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,Yes,,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,
335808,,,,Yes,Yes,Yes,,Yes,,,,,Yes,,Yes,,,Yes,,,,,,,,,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,
336290,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,
336332,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,,Yes,,,,,,,,,
336434,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
336466,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
336479,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,
336499,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,
336516,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,
336528,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,Yes,,,Yes,,,,,Yes,,,,,,,,,,,
336690,Yes,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,
336859,,,,Yes,Yes,,,Yes,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,Yes,
326888,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
333455,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
334077,Yes,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,,,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
335036,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,Yes,,,,Yes,,Yes,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,
335586,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,
336313,,,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,,Yes,Yes,,,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,
336478,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,,Yes,,,,,,,,,
336682,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,Yes
336683,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,
336816,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,,,,,Yes,,,,,Yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316328,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,
336596,,,,Yes,Yes,Yes,,Yes,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,Yes,,,,,Yes,,,,,,,,,,,
333521,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,,,,,Yes,,Yes,,,Yes,,,,,,,,,
333765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
335067,,,,Yes,Yes,,,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
335228,Yes,,,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,
335465,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
335707,,,,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
335837,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,
336562,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
336777,,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
337222,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,Yes,,Yes,,,Yes,,,,,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,
329619,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,Yes,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,,,Yes,
334626,,,,Yes,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,,Yes,,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
334669,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,Yes,,,,Yes,,Yes,Yes,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,,
334680,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
336515,,,,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
336749,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
336856,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
333022,,Yes,,Yes,Yes,,,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
333963,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,Yes
334837,,,,Yes,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
335034,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,
335182,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,Yes,,,,,,,,,
336199,Yes,,,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,Yes,,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,
336248,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes
336649,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
336769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
336799,,,,,,,,Yes,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
337212,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,
333795,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
334522,,,,Yes,Yes,,,Yes,,,,Yes,,,Yes,,,Yes,Yes,,,Yes,,,,,,,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,
334854,,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,Yes,,,,Yes,,,,,,Yes,,,,,,,,,
335646,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
335725,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,
335789,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
335796,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
336029,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,
336212,,,,,,,,,,,,Yes,,,,,,,Yes,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
336362,,,,Yes,,,,Yes,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,Yes,,Yes,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,
336597,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,Yes,,,,Yes,
336736,,,,Yes,Yes,,,Yes,,,,,,,Yes,,Yes,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333858,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,
334053,,,,Yes,Yes,Yes,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,
335037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
335507,,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,
335563,,,,Yes,Yes,Yes,,Yes,,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
335785,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,,,,Yes,,,,,Yes,,,,,,,,,
336279,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
336376,,,,Yes,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,
336422,Yes,,,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,
334793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,
334972,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,
335293,,,,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
335633,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,
336210,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
336330,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,Yes,,Yes,,,,,,Yes,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,
336506,Yes,,,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,
336656,,,,,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,Yes,,,,Yes,Yes,Yes,,,,,,Yes,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,,
333505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
335357,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,,,,,Yes,,,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,
335715,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
336247,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
336312,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
336410,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,Yes,Yes,,,Yes,Yes,,,,,Yes,,,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,,,,Yes,,,,,,,,,Yes
333488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
335041,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,,,,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,
335485,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,
335530,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
335659,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,,,Yes,,,,,Yes,,,,,,,,,,,
335978,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,Yes,,Yes,,,Yes,,,,,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,
336500,,,,Yes,Yes,Yes,,,,,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,,,,,,Yes,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,
336503,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,
336603,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
